id_program,id_site,id_organization,program_name,agency_name,site_name,site_address,site_city,site_county,site_province,site_country,site_postalcode,site_latitude,site_longitude,id_cioc,pubcode_cioc,heading_cioc,category,tax_code,tax_name,physical_access,desc_program,desc_agency,email,how_to_apply,eligibilty,fees,funding_source,hours,languages_of_service,website,coverage_cioc,phone_office,phone_tollfree,phone_tty,fax,last_verified_date,record_owner,record_language
60481733,60481732,60481731,Soup Kitchen,Hope Centre (The),Hope Centre (The),570 King St,Welland,Niagara,ON,Canada,L3B 3L2,42.97857,-79.250709,NIA0053,NIASITEHEADING; TAX,Food -- Meals; Free / Low-Cost Meals,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300,Homeless Meals,,Serves lunch 5 days a week to individuals and families in need.,A community organization providing essential services and assistance to individuals and families in need.,info@thehopecentre.net,No application required,No restrictions,None,,Soup Kitchen Mon-Fri 11:30 am-12:30 pm,English,www.thehopecentre.net,Niagara - Pelham - NULL;Niagara - Port Colborne - NULL;Niagara - Wainfleet - NULL;Niagara - Welland - NULL,905-788-0744,,,905-788-0748,Sep 27 2018,INCommunities,en
60481953,60481952,60481951,St James and St Brendan Anglican Church,St James and St Brendan Anglican Church,St James and St Brendan Anglican Church,55 Charlotte St,Port Colborne,Niagara,ON,Canada,L3K 3C9,42.885335,-79.25159,NIA7157,NIANEWPORT; NIASITEHEADING; TAX,Community -- Churches/Religious; Free / Low-Cost Meals; Religion; Spiritual Support / Care,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300; PV-6500.1500*YR-1500.0260; PV-6500.1500*YR-1500.0260; TC-1000,Homeless Meals; Christian Churches*Anglican Community; Christian Churches*Communauté anglicane; Banquet Facilities,,"A local church offering services in the Anglican faith.  Offers a nursery school and Sunday cchool for children.
<br>The Guild hall is available for rent for receptions and/or community events.
<br>Also offers a hot meal for people in need (has been referred to as Out-of-the-Cold - no accommodation; runs from Oct - Apr).",A Local Community Church,anglicanoffice@gmail.com,Call for information,No restrictions,None,,"Office Tue-Fri 9 am-12 noon 
Services Sun 8:30 am, 10:30 am * Thu 10 am 
Out of the Cold Meals Tue 5 pm-7:30 pm",English,www.portcolborneanglican.org,Niagara - Port Colborne - NULL,905-834-3184,,,Call first 905-834-3184,Jan 23 2019,INCommunities,en
60482756,60482755,60482754,Meal Services,Cassellholme,North Bay,400 Olive St W,North Bay,Nipissing,ON,Canada,P1B 6J4,46.319385,-79.445982,NPS0341,CCAC; TAX,Food -- Meals; North East,Free / Low Cost Meals;Free / Low-cost meals;Home delivered meals;Personal care/health care,BD-5000.1470*YB-8000; BD-5000.1470*YB-8000; BD-5000.3500,Community Meals*Aînés; Community Meals*Older Adults; Home Delivered Meals,,"Offers the following meal services:
<br><ul><li>Operates Meals on Wheels in Mattawa
<br><li>Offers the Friday night Diners' Club in North Bay
<br><li>Offers monthly congregate dining in Castle Arms in North Bay</ul>","Operates a 234 bed long term care facility offering a variety of programs, services and amenities",,"Varies by service, call for more information",Call for eligibility criteria,Program,,Hours not specified,English,www.cassellholme.on.ca,Nipissing - Mattawa - NULL;Nipissing - North Bay - NULL,705-474-4250 Ext 241 or 238,,,705-474-6129,Oct 3 2018,211 Ontario North,en
60484112,60484111,60484095,"Support Services - Soup Kitchen, Grocery and Clothing Programs",Shepherds of Good Hope,Ottawa - 233 Murray St,233 Murray St,Ottawa,Ottawa,ON,Canada,K1N 5M9,45.431517,-75.68875,OCR0074,DISASTER; O211-6-EASTERN; SC-NEWCODE,Clothing; Community Partnerships / Clubs / Groups; Donations and Volunteering; Financial; Food; Food and Water; no fees,Clothing;Donation Pick-Up;Food banks;Food Hampers;Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Household Goods Donations;Test - Food Banks,BD-1800.2000; BD-5000.8300; BM-6500.1500-830; TI-1800.1500; BM-6500.1500-250; TI-1800.2000; TI-2100,Food Banks; Homeless Meals; Shoes; Clothing Donation Programs; General Clothing Provision; Food Donation Programs; Donation Pickups,,"Support services designed to meet the basic needs of the community * donations welcome
<br>
<br>* Soup Kitchen: serves a hot meal daily
<br>* Grocery Program: emergency food package once a month
<br>* Clothing Program: seasonal clothing and footwear (availability based on donations)
<br>* Evening Drop-In (see separate record for details)","Emergency shelter with a capacity of 102 beds that provides basic needs such as: meals * showers * laundry services * safe needle injection supplies * medication storage
<br>
<br>Medical professionals, nurses, and mental health professionals serve and advocate for clients and act as a resource for the staff. Case Managers and Diversion Workers assist clients with transitioning out of the shelter environment.
<br>
<br>Rapid Housing and Employment Program (RHEP) beds for clients who are working intensively with a case manager on accessing housing and employment, and transitioning rapidly out of the shelter system. 
<br>
<br>Clients can book in after 7 pm and can reconfirm their beds the following day if need be between 3:30 pm-6 pm. Clients waiting for a bed can relax in the shelter's lounge.",reception@shepherdsofgoodhope.com,"Drop-in * to donate, drop off the items at door #3 on the north side of the building Mon-Sun 6:30 am-9 pm; call Support Services at 613-789-8210 ext 240 to arrange a pickup<br><br>

To locate the food bank serving a region, use the Ottawa Food Bank locator by clicking <a href=""http://ottawafoodbank.ca/get-help"" target=""_blank"">here</a>. * <b>NOTE:</b>  be aware the postal code may direct callers living close to a boundary to the wrong food bank. Always inform the callers of this possibility. The clients should provide their address to ensure they are oriented towards the right resource. If you are unsure of a referral, call the Food Bank.",Individuals 18 years and older<br /><br />Age Requirements: Ages: 18 year(s) and up;,None,,"Meals for residents : breakfast 7 am-8 am * lunch 11:30 am-12:30 pm * supper 4:30 pm-5:30 pm
Community Soup Kitchen Mon-Sun 11:30 am-12:30 pm * Soup and sandwich 6 pm-9 pm 
Grocery and Clothing Programs Wed, Fri 10 am-1 pm",English; French,www.shepherdsofgoodhope.com,Ottawa - Ottawa - NULL,613-789-8210,,,613-789-0888,Aug 7 2018,Community Information Centre of Ottawa,en
60484200,60484197,60484196,Community Information Centre of Ottawa,Community Information Centre of Ottawa,Community Information Centre of Ottawa,,Ottawa,Ottawa,ON,Canada,,45.42153,-75.697193,OCR0265,DISASTER; O211-6-EASTERN,Food; Food and Water; Information Lines and General Information,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Meals for seniors / people with disabilities;Tax Services,BD-5000.1500*TJ-6500.1700; BD-5000.1500*TJ-6500.1700; BD-5000.8300*TJ-6500.1700; BD-5000.8300*TJ-6500.1700; DT-8800*TJ-6500.1700; DT-8800*TJ-6500.1700; PH-2950.1500*TJ-6500.1700; PH-2950.1500*TJ-6500.1700; PH-2950.1750*TJ-6500.1700; PH-2950.1750*TJ-6500.1700; PH-2950.8500*TJ-6500.1700; PH-2950.8500*TJ-6500.1700; TD-6500*YZ-3260; TD-6500*YZ-3260; TH-2600.1880*TJ-6500.1700; TH-2600.1880*TJ-6500.1700; TJ-1800.3300; TJ-6500.1700; TJ-6500.4950; TJ-6500.6000; TP-3350,Congregate Meals/Nutrition Sites*Directory/Resource List Publication; Congregate Meals/Nutrition Sites*Publication de répertoires et de listes de ressources; Homeless Meals*Directory/Resource List Publication; Homeless Meals*Publication de répertoires et de listes de ressources; Tax Preparation Assistance*Directory/Resource List Publication; Tax Preparation Assistance*Publication de répertoires et de listes de ressources; Christmas Programs*Directory/Resource List Publication; Christmas Programs*Publication de répertoires et de listes de ressources; Easter Programs*Directory/Resource List Publication; Easter Programs*Publication de répertoires et de listes de ressources; Thanksgiving Programs*Directory/Resource List Publication; Thanksgiving Programs*Publication de répertoires et de listes de ressources; Planning/Coordinating/Advisory Groups*Human/Social Services Issues; Planning/Coordinating/Advisory Groups*Questions relatives aux services sociaux et à la personne; Extreme Cold Warming Centres*Directory/Resource List Publication; Extreme Cold Warming Centres*Publication de répertoires et de listes de ressources; Internet Information Resources; Directory/Resource List Publication; Mailing Labels/Spreadsheets; Newsletters; Information Technology Management Support,,"Information and referral centre<br><br>

<b>Database Products</b>
<b>Custom Lists:</b> Lists of services for a target group or a type of service.<br>
<b>Custom Directories:</b> Directories for specific types of services and regions.<br>
<b>Custom Database Leases:</b> Custom views of the database to meet the needs of organizations, can include sub sets of records classified into categories of services that are identified as relevant to the organization or its client group.<br>
<b>Labels:</b> Mailing labels for over 5000 organizations and programs listed in the database or customized labels for specific target groups.<br>
<b>E-mail Broadcasting Service:</b> A service that disseminates an organization's information to organizations and individuals from the non-profit sector, sent to all subscribers or to a target group.<br>
<b>The Community Information Bulletin:</b> Allows organizations to make information available to the non-profit sector and is distributed in two formats; an E-mail Broadcasting Service and an electronic Bulletin Board located on the website.<br><br>

<b>Active Publications:</b><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/2018_xmasmeals_en.pdf"" target=""_blank""> List of Free Holiday Meals (2018)</a><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/2018_wintermeals_en.pdf"" target=""_blank""> List of Winter Meals and Drop-Ins (2018-2019)</a><br><br>




<b>Publications:</b><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/2018thanksgiving_meals_en.pdf"" target=""_blank""> List of Thanksgiving meals (2018)</a><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/eastermeals_mar20_en.pdf"" target=""_blank"">List of Easter Meals (2018)</a><br>
* <a href=""http://tinyurl.com/TaxList2018"" target=""_blank"">List of free income tax clinics during tax season (2018)</a><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/Christmas%202017%20-%20English.pdf"" target=""_blank"">List of Christmas Meals in Ottawa (2017-early 2018)</a>","Information and referral centre<br><br>

<b>Database Products</b>
<b>Custom Lists:</b> Lists of services for a target group or a type of service.<br>
<b>Custom Directories:</b> Directories for specific types of services and regions.<br>
<b>Custom Database Leases:</b> Custom views of the database to meet the needs of organizations, can include sub sets of records classified into categories of services that are identified as relevant to the organization or its client group.<br>
<b>Labels:</b> Mailing labels for over 5000 organizations and programs listed in the database or customized labels for specific target groups.<br>
<b>E-mail Broadcasting Service:</b> A service that disseminates an organization's information to organizations and individuals from the non-profit sector, sent to all subscribers or to a target group.<br>
<b>The Community Information Bulletin:</b> Allows organizations to make information available to the non-profit sector and is distributed in two formats; an E-mail Broadcasting Service and an electronic Bulletin Board located on the website.<br><br>

<b>Active Publications:</b><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/2018_xmasmeals_en.pdf"" target=""_blank""> List of Free Holiday Meals (2018)</a><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/2018_wintermeals_en.pdf"" target=""_blank""> List of Winter Meals and Drop-Ins (2018-2019)</a><br><br>




<b>Publications:</b><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/2018thanksgiving_meals_en.pdf"" target=""_blank""> List of Thanksgiving meals (2018)</a><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/eastermeals_mar20_en.pdf"" target=""_blank"">List of Easter Meals (2018)</a><br>
* <a href=""http://tinyurl.com/TaxList2018"" target=""_blank"">List of free income tax clinics during tax season (2018)</a><br>
* <a href=""http://www.cominfo-ottawa.org/PDFS/Christmas%202017%20-%20English.pdf"" target=""_blank"">List of Christmas Meals in Ottawa (2017-early 2018)</a>",info@cominfo-ottawa.org,"Publications may be purchased by filling the online order form, pre-payment or purchase order number required * for database leasing call the administration line to speak with the Database Manager",No restrictions,"Service - E-mail broadcasting ; Publications - Custom Lists, Labels and Database leases ; None - The Community Information Bulletin and Publications",,"Administration Mon-Fri 8:30 am-4:30 pm, Live Chat Mon-Fri 7 am-7 pm",English; French; Interpretive Services,www.cominfo-ottawa.org,"Frontenac - NULL - NULL;Hastings - NULL - NULL;Lanark - NULL - NULL;Leeds And Grenville - NULL - NULL;Lennox And Addington - NULL - NULL;Ottawa - NULL - NULL;Prescott And Russell - NULL - NULL;Prince Edward - NULL - NULL;Renfrew - NULL - NULL;Stormont, Dundas And Glengarry - NULL - NULL",613-683-5400,1-877-761-9076,1-866-540-0565 * outside administration hours 1-888-340-1001,613-761-9077,Nov 30 2018,Community Information Centre of Ottawa,en
60485930,60485927,60485926,Free Community Breakfast,St David's Anglican Lutheran Church,Orillia,133 James St E,Orillia,Simcoe,ON,Canada,,44.602224,-79.401263,ORI0423,CWD-SIMCATEGORY; TAX,Food -- Meals; Free / Low-Cost Meals; Spiritual Care / Support,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; PV-6500.1500*YR-1500.0260; PV-6500.1500*YR-1500.0260,Community Meals; Christian Churches*Anglican Community; Christian Churches*Communauté anglicane,,"One church that is both fully Lutheran and Anglican *  Community garden for their breakfast program, Sharing Place food bank and others * Free community breakfast Sunday mornings downstairs in church hall * outreach activities * Alpha Course (faith exploration)","Anglican and Lutheran church offering Sunday services, Sunday school, and community programs.",stdavidalc@bellnet.ca,Call or visit website for information,No restrictions,Donation,,"Office Hours: Wed 9 am-12 noon (Excluding Jul & Aug)
Worship: Sun 8 am and 10 am (family service includes Sun school) and Tue 7:30 pm
Community Breakfast Sun 9 am-10 am",English,www.stdavidsorillia.org,Simcoe - Orillia - NULL,705-325-1421,,,,Nov 22 2018,Information Orillia,en
60486319,60486318,60486317,Community Meal,Avondale United Church,Stratford,Avondale United Church; 194 Avondale Ave,Stratford,Perth,ON,Canada,N5A 6N4,43.378416,-80.99338,PER0228,TAX,Food -- Meals,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470,Community Meals,,Church provides free hot meal - last Sunday of month Oct to May except Dec - please enter through back door off of Huntingdon Ave,United Church.  See separate listings for details on community programs,,Attend or call,No restrictions,Donation ; None,,"5:15 pm
Dates: 2018 - Oct 28, Nov 25
2019 - Jan 27, Feb 24, Mar 24, Apr 28, May 26",English,avondaleunitedstratford.com/,Perth - Stratford - NULL;Perth - NULL - NULL,519-271-7946,,,,Nov 15 2018,United Way Perth-Huron,en
60486511,60486510,60486509,St. Andrew's Presbyterian Church,Presbyterian Church in Canada,Norwood,15 Flora St,Asphodel-Norwood,Peterborough,ON,Canada,K0L 2V0,44.380174,-77.976451,PET0953,PET-BLUEBOOK; TAX,Community -- Churches/Religious; Food / Food Banks / Meal Programs; Places of Worship; Township of Asphodel-Norwood; Winter Festive Season,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; TC-5000; PV-6500.1500*YR-1500.6500; PV-6500.1500*YR-1500.6500,Community Meals; Meeting Space; Christian Churches*Communauté presbytérienne; Christian Churches*Presbyterian Community,,"Worship service held Sun at 9:30 am
<br>
<br>Church offers a monthly community supper * holds annual yard sale on the first Saturday in July, Christmas Bazaar and Lunch on first Saturday in December, free clothing giveaways in spring and fall
<br>
<br>Hall available for rent, contact church office for details","Worship service held Sun at 9:30 am
<br>
<br>Church offers a monthly community supper * holds annual yard sale on the first Saturday in July, Christmas Bazaar and Lunch on first Saturday in December, free clothing giveaways in spring and fall
<br>
<br>Hall available for rent, contact church office for details",1carolanne30@gmail.com,Contact for details,No restrictions,Donation,,Community Supper: last Sun each month at 4:30 pm,English,www.presbyterian.ca,Peterborough - Asphodel-Norwood - NULL;Peterborough - Asphodel-Norwood - Norwood,705-639-5453,,,,Dec 7 2017,,en
60486578,60486577,60486576,Food Not Bombs,Food Not Bombs,Mailing Address Only,,Peterborough,Peterborough,ON,Canada,,44.308689,-78.320906,PET2176,PET-BLUEBOOK,Food / Food Banks / Meal Programs,Free / Low Cost Meals;Free / Low-cost meals,BD-1800.8200-900; BD-5000.1470; BM-6500.6500-250,Vegetarian Food; Community Meals; Food Preparation Facilities,,"Shares free food with anyone who is hungry in accessible, public spaces.
<br>
<br>Offers a free vegan community meal on Monday nights * provides collective cooking sessions on Mondays, sharing knowledge and skills to prepare healthy, locally sourced foods * also prepares free food for community celebrations, demonstrations, and upon request for social justice events
<br>
<br>A global grassroots movement for food justice, working with the community to connect people and take action to empower food security * surplus food is obtained from farmers, gardeners, grocers, bulk stores, bakers, and homemakers * supporters also garden, glean, and wildcraft to obtain ingredients","Shares free food with anyone who is hungry in accessible, public spaces.
<br>
<br>Offers a free vegan community meal on Monday nights * provides collective cooking sessions on Mondays, sharing knowledge and skills to prepare healthy, locally sourced foods * also prepares free food for community celebrations, demonstrations, and upon request for social justice events
<br>
<br>A global grassroots movement for food justice, working with the community to connect people and take action to empower food security * surplus food is obtained from farmers, gardeners, grocers, bulk stores, bakers, and homemakers * supporters also garden, glean, and wildcraft to obtain ingredients",info@foodnotbombspeterborough.org,None,No restrictions,None,,"Collective cooking: Mon 3:30 pm-6:30 pm

Community meal: Mon 6:30 pm-7:30 pm",English; French,www.foodnotbombspeterborough.org,Peterborough - Peterborough - NULL,705-748-6857,,,,Dec 6 2016,,en
60487584,60487577,60487567,Soup Kitchen,Inn of the Good Shepherd,Sarnia - John St,115 John St,Sarnia,Lambton,ON,Canada,N7T 2Z1,42.963849,-82.403212,SAR0088,TAX,Food -- Meals,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300,Homeless Meals,,Offers a  soup kitchen program to people who need a a hot lunch or dinner.,Provides food and shelter to those in need .,theinn@theinnsarnia.ca,No application required,No restrictions,None,,"Mon - Fri 1 pm - 2.30 pm * Sat, Sun 4:30 pm - 5:30 pm",English,www.theinnsarnia.ca,Lambton - NULL - NULL,519-344-1746,,,519-344-1346,Feb 23 2018,Information Sarnia Lambton,en
60487590,60487577,60487567,Inn of the Good Shepherd,Inn of the Good Shepherd,Sarnia - John St,115 John St,Sarnia,Lambton,ON,Canada,N7T 2Z1,42.963849,-82.403212,SAR1268,,,Clothing;Family Support Centres;Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Household Goods Donations,BD-1800.8200-255; BD-5000.8300; BM-6500.1500-920; HL-8120.7800; LH-2700.9500*YH-6000.3280; LH-2700.9500*YH-6000.3280; PH-2360.2400; TI-1800.8100,Fresh Food; Homeless Meals; Winter Clothing; School Supplies; Wellness Programs*Communautés autochtones; Wellness Programs*Indigenous Communities; Family Support Centres/Outreach; School Supplies Donation Programs,,"A Food Bank that can be accessed once every 21 days<br>
Soup Kitchen serving a hot meal daily.

A Homelessness Prevention Program including:<br>
- Rent/Utility Bank for assistance with utility bills and rent arrears<br>
- Emergency Shelter placement<br><br>",Provides food and shelter to those in need .,,Fill out application form in person or visit our administration building at 115 John St.,For food bank bring with you: food bank card if you have one * photo ID for yourself * proof of income * proof of paid expenses like a rent receipt,None,,Mon-Fri 8.30 am - 4.30 pm,English,www.theinnsarnia.ca,Lambton - NULL - NULL,519-344-1746,,,519-344-1346,Jan 24 2019,Information Sarnia Lambton,en
60487963,60487962,60487961,Community Care Northumberland - Warkworth Office,Community Care Northumberland,Warkworth,Warkworth Pharmacy; 26 Main St,Trent Hills,Northumberland,ON,Canada,K0K 3K0,44.201487,-77.885999,NLD0157,NLD-HELP; NLD-SENIORSERVICES; TAX,Community -- Home support/Attendant/PSW; Health Services; Home Supports; Meals on Wheels; Transportation,Alternative Therapies;Assistive Devices;Assistive devices/services;Counselling / Therapy;Family and individual support;Free / Low Cost Meals;Free / Low-cost meals;Hearing impairment;Home delivered meals;Home Supports;Hospice / Palliative Care;In-Home Supports;Personal care/health care;Rebates/Repairs;Recreation and leisure;Therapy and Counselling;Transportation;Transportation / Parking Permits;Transportation for older adults;Transportation for people with disabilities;Transportation to medical appointments,BD-5000.1470; BT-4500.6500-170*YF-6500.9500; BT-4500.6500-170*YF-6500.9500; BD-5000.3500; BT-4500.6500-500; BT-4500.6500-800; LH-0650.0250; LT-3000.3300; PH-1400.1900; PH-1800.6260; PH-1800.8500; PH-3300.2750; PH-3300.3000; PS-8000*YB-8000; PS-8000*YB-8000; PS-8000*YB-8000*YS-5000.5000; PS-8000*YB-8000*YS-5000.5000; PS-8000*YB-8000*YS-5000.5000; PS-8000*YB-8000*YS-5000.5000; RP-1400.8000-100; RP-8000.7400*YB-8000; RP-8000.7400*YB-8000,Community Meals; Disability Related Transportation*Personnes en fauteuil roulant; Disability Related Transportation*Wheelchair Users; Home Delivered Meals; Non-Emergency Medical Transportation; Senior Ride Programs; Assistive Technology Equipment Loan; In Home Hospice Care; Friendly Outreach Programs; Personal Alarm Systems; Telephone Reassurance; Home Maintenance and Minor Repair Services; Homemaker Assistance; Social Clubs/Events*Aînés; Social Clubs/Events*Older Adults; Social Clubs/Events*Aînés*Hommes; Social Clubs/Events*Aînés*Men; Social Clubs/Events*Older Adults*Hommes; Social Clubs/Events*Older Adults*Men; Bereavement Counselling; Recreational Therapy*Aînés; Recreational Therapy*Older Adults,,"A local agency of Community Care Northumberland.
<br>A multi-service, volunteer based community support organization serving residents throughout Hastings and Trent Hills with the delivery of the following programs and services:
<br>* Community Diners 
<br>* Friendly Visiting 
<br>* Home at Last
<br>* Home Help and Home Maintenance Programs
<br>* Hospice Palliative Care Programs and Bereavement Support 
<br>* Information and Referral
<br>* Meals on Wheels Programs, hot and frozen meal options
<br>* Personal Distress Alarms
<br>* Supports for Caregivers
<br>* Telephone Security Checks
<br>* Transportation Services, Volunteer driving program
<br>* Specialized Transportation Program (accessible and/or rural services can be reached directly 866-768-7778 
<br>* Wellness, Social and Recreational Programs for Seniors","Multi-service, volunteer-based community support organization that enables clients to experience a higher quality of life by strengthening their connections with the community. 
<br> * Volunteers are a strong component of program delivery within Community Care.  
<br>
<br>Programs include: 
<br>* Community Diners
<br>* Friendly Visiting
<br>* Home at Last
<br>* Home Help and Maintenance
<br>* Hospice Palliative Care
<br>* Meals on Wheels
<br>* Personal Distress Alarms (PDA)
<br>* Supports for Caregivers
<br>* Telephone Security Checks
<br>* Transportation (volunteer and paid driver models)
<br>* Wellness programs.  
<br>
<br>* Offices in Brighton, Campbellford, Cobourg, Colborne, Hastings, and Port Hope.  For specific information on programs offered by individual offices, please call.",,No application required,Call for program information,Program,,Wed 9 am-3 pm,English,www.commcare.ca,Northumberland - Trent Hills - Warkworth,705-875-7654,1-866-514-5774,,,May 23 2018,,en
60487969,60487968,60487961,Community Care Northumberland - Colborne Office,Community Care Northumberland,Colborne,11 King St E,Cramahe,Northumberland,ON,Canada,K0K 1S0,44.005354,-77.887552,SHA0238,NLD-HELP; NLD-SENIORSERVICES; TAX,Community -- Home support/Attendant/PSW; Health Related Equipment; Health Services; Home Supports; Meals on Wheels; Transportation,Alternative Therapies;Assistive Devices;Assistive devices/services;Counselling / Therapy;Family and individual support;Free / Low Cost Meals;Free / Low-cost meals;Hearing impairment;Home delivered meals;Home Supports;Hospice / Palliative Care;In-Home Supports;Personal care/health care;Rebates/Repairs;Recreation and leisure;Therapy and Counselling;Transportation;Transportation / Parking Permits;Transportation for older adults;Transportation for people with disabilities;Transportation to medical appointments,BD-5000.1470; BT-4500.6500-170*YF-6500.9500; BT-4500.6500-170*YF-6500.9500; BD-5000.3500; BT-4500.6500-500; BT-4500.6500-800; LH-0650.0250; LT-3000.3300; PH-1400.1900; PH-1800.6260; PH-1800.8500; PH-3300.2750; PH-3300.3000; PS-8000*YB-8000; PS-8000*YB-8000; PS-8000*YB-8000*YS-5000.5000; PS-8000*YB-8000*YS-5000.5000; PS-8000*YB-8000*YS-5000.5000; PS-8000*YB-8000*YS-5000.5000; RP-1400.8000-100; RP-8000.7400*YB-8000; RP-8000.7400*YB-8000,Community Meals; Disability Related Transportation*Personnes en fauteuil roulant; Disability Related Transportation*Wheelchair Users; Home Delivered Meals; Non-Emergency Medical Transportation; Senior Ride Programs; Assistive Technology Equipment Loan; In Home Hospice Care; Friendly Outreach Programs; Personal Alarm Systems; Telephone Reassurance; Home Maintenance and Minor Repair Services; Homemaker Assistance; Social Clubs/Events*Aînés; Social Clubs/Events*Older Adults; Social Clubs/Events*Aînés*Hommes; Social Clubs/Events*Aînés*Men; Social Clubs/Events*Older Adults*Hommes; Social Clubs/Events*Older Adults*Men; Bereavement Counselling; Recreational Therapy*Aînés; Recreational Therapy*Older Adults,,"A local agency of Community Care Northumberland.
<br>A multi-service, volunteer based community support organization serving residents throughout Colborne and Cramahe Township with the delivery of the following programs and services:
<br>
<br>* Community Diners 
<br>* Friendly Visiting 
<br>* Home at Last
<br>* Home Help and Home Maintenance Programs
<br>* Hospice Palliative Care Programs and Bereavement Support (1-855-473-8875)
<br>* Information and Referral
<br>* Meals on Wheels Programs, hot and frozen meal options
<br>* Personal Distress Alarms
<br>* Supports for Caregivers
<br>* Telephone Security Checks
<br>* Transportation Services including Accessible Transportation * Connecting Northumberland 866-768-7778 or 705-653-1020.
<br>* Wellness, Social and Recreational Programs for Seniors
<br>* Loaning of assistive devices
<br>* Photocopying and faxing service
<br>* Runs a senior Men's Social Group and Women's Social Group. 
<br>* Free 12 week Falls Prevention Program at the Keeler Centre. Pre-registration required. Call the office for more information.","Multi-service, volunteer-based community support organization that enables clients to experience a higher quality of life by strengthening their connections with the community. 
<br> * Volunteers are a strong component of program delivery within Community Care.  
<br>
<br>Programs include: 
<br>* Community Diners
<br>* Friendly Visiting
<br>* Home at Last
<br>* Home Help and Maintenance
<br>* Hospice Palliative Care
<br>* Meals on Wheels
<br>* Personal Distress Alarms (PDA)
<br>* Supports for Caregivers
<br>* Telephone Security Checks
<br>* Transportation (volunteer and paid driver models)
<br>* Wellness programs.  
<br>
<br>* Offices in Brighton, Campbellford, Cobourg, Colborne, Hastings, and Port Hope.  For specific information on programs offered by individual offices, please call.",colborne@commcare.ca,call for Home or in person visit information,Call for information,Program,,"Office: Mon-Fri 8:30 am-4 pm*Closed on holidays
Men''s Social Group: Tue 10 am-11:15am
Women''s Social Group : Tue 1:30 pm- 3 pm
Dates: All Year",English,www.commcare.ca,Northumberland - Cramahe - NULL,905-355-2989,,,905-355-1805,Jan 23 2019,,en
